ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,DETENTORA,DETENTORA_CNPJ,SOLICITANTE,SOLICITANTE_CNPJ,INFORME_SEI,INFORME_DATA,CONCLUSAO_DATA,OBSERVACAO,NUM_SEQUENCIA,FINAL
CONTRATO,2018-07-24,53500.034476/2018-15,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,LANET SERVIÇOS DE TELECOMUNICAÇÃO E TECNOLOGIA LTDA - ME,27.806.449/0001-06,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,6,False
CONTRATO,2018-07-24,53500.034476/2018-15,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,J.M.S ALVES - ME,27.763.836/0001-02,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,7,False
CONTRATO,2018-07-24,53500.034476/2018-15,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,LORENZO PIERLUIGI VASSALO,17.348.134/0001-09,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,8,True
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,CWB DA SILVA TELECOMUNICAÇÕES,14.024.102/0001-51,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,1,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FUNDAÇÃO EDSON QUEIROZ,,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,2,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,J. FLORÊNCIO DE SOUSA - ME,,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,3,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,JONATHAN ALVES DA COSTA - ME,23.396.817/0001-26,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,4,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,RG SERVIÇOS DE PROVEDORES - ME,17.467.567/0001-75,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,5,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,C P PINTO - ME,20.234.331/0001-01,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,6,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,DIEGO SILVA CORREIA - ME,11.878.364/0001-95,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,7,False
CONTRATO,2018-07-24,53500.034477/2018-51,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,JOSÉ IRALDO DE AGUIAR FILHO - ME,24.008.681/0001-00,3223253,2018-09-13,2018-09-13,Processo Aditivo: Anexo ao processo 53500.034471/2018-84.,8,True
CONTRATO,2021-05-24,53500.034575/2021-94,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ADELINA DE SOUSA SILVA FERREIRA - EPP,33.843.075/0001-93,7036998,2021-07-02,2021-07-02,,1,True
CONTRATO,2021-05-24,53500.034576/2021-39,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,NOBRE TELECOM LTDA,19.605.210/0001-31,7036998,2021-07-02,2021-07-02,,1,True
CONTRATO,2021-05-24,53500.034578/2021-28,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ZUTTO.NET COMÉRCIO E SERVIÇOS LTDA,12.411.170/0001-48,7036998,2021-07-02,2021-07-02,,1,True
CONTRATO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,VOGEL SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA S.A. (FILIAL),,7082314,2021-06-28,2021-06-28,,1,False
CONTRATO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,COPREL TELECOM LTDA,12.388.471/0001-06,7082314,2021-06-28,2021-06-28,,2,False
CONTRATO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,VIVA TELECOMUNICAÇÕES LTDA ME,11.001.854/0001-09,7036998,2021-07-02,2021-07-02,,3,False
ADITIVO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,SEANET TELECOM CARAZINHO EIRELI,15.866.308/0001-91,7082314,2021-06-28,2021-06-28,,4,False
ADITIVO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,PROSERVER TELECOMUNICAÇÃO LTDA,,7036998,2021-07-02,2021-07-02,,5,False
CONTRATO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,RAZAOINFO INTERNET LTDA ME,,7036998,2021-07-02,2021-07-02,,6,False
CONTRATO,2021-05-25,53500.034797/2021-15,COPREL COOPERATIVA DE ENERGIA,90.660.754/0001-60,ADYL NET ACESSO A INTERNET LTDA,,7036998,2021-07-02,2021-07-02,,7,True
CONTRATO,2023-05-04,53500.034884/2023-26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,M. GOMES PEREIRA (HYPER-NET),31.937.398/0001-10,10373073,2023-06-15,2023-06-22,,1,False
CONTRATO,2023-05-04,53500.034884/2023-26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SECOMUL - SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA LTDA,27.763.836/0001-02,10373073,2023-06-15,2023-06-22,,2,False
CONTRATO,2023-05-04,53500.034884/2023-26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,GL INTERNET BANDA LARGA LTDA,24.838.800/0001-44,10373073,2023-06-15,2023-06-22,,3,True
CONTRATO,2020-07-28,53500.035057/2020-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,NETELL TELECOMUNICAÇÕES S.A.,,6102106,2020-11-04,2020-11-09,Não é de postes: dutos e caixas de passagem..,1,True
CONTRATO,2024-04-23,53500.035104/2024-46,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,EUDERI SEVERIANO - PROVEDOR DE INTERNET E SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA,16.833.318/0001-93,12086087,2024-06-14,2024-06-14,,1,False
CONTRATO,2024-04-23,53500.035104/2024-46,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,HI-DIGITAL TELECOMUNICAÇÕES LTDA,31.090.318/0001-34,12086087,2024-06-14,2024-06-14,,2,False
CONTRATO,2024-04-23,53500.035104/2024-46,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,EVANILDO J DA SILVA,14.268.241/0001-20,12086087,2024-06-14,2024-06-14,,3,False
CONTRATO,2024-04-23,53500.035104/2024-46,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,LINDEMBERG ALVES DA SILVA,41.392.120/0001-69,12086087,2024-06-14,2024-06-14,,4,False
CONTRATO,2024-04-23,53500.035104/2024-46,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,JOSÉ JOZUEIDISON BAY,27.407.739/0001-79,12086087,2024-06-14,2024-06-14,,5,True
CONTRATO,2024-04-23,53500.035115/2024-26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ELIZIO PEREIRA BRANDÃO NETO - ME,12.717.678/0001-79,12086087,2024-06-14,2024-06-14,,1,True
CONTRATO,2024-04-23,53500.035122/2024-28,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,QUICKNET TELECOM LTDA,,12086087,2024-06-14,2024-06-14,,1,True
CONTRATO,2018-07-30,53500.035444/2018-29,DME DISTRIBUIÇÃO S.A.,23.664.303/0001-04,TELEFÔNICA BRASIL S.A.,,4740799,2019-10-17,2019-10-17,,1,True
CONTRATO,2018-07-30,53500.035476/2018-24,COOPERATIVA ENERGÉTICA COCAL - COOPERCOCAL,86.532.348/0001-45,ATEKY INTERNET EIRELI ME,10.717.962/0001-10,3132265,2018-08-28,2018-08-28,,1,False
CONTRATO,2018-07-30,53500.035476/2018-24,COOPERATIVA ENERGÉTICA COCAL - COOPERCOCAL,86.532.348/0001-45,CONTATO INTERNET EIRELI EPP,,3132265,2018-08-28,2018-08-28,,2,False
CONTRATO,2018-07-30,53500.035476/2018-24,COOPERATIVA ENERGÉTICA COCAL - COOPERCOCAL,86.532.348/0001-45,ENGEPLUS TELECOM LTDA ME,80.995.822/0001-99,3132265,2018-08-28,2018-08-28,,3,False
CONTRATO,2018-07-30,53500.035476/2018-24,COOPERATIVA ENERGÉTICA COCAL - COOPERCOCAL,86.532.348/0001-45,INFOWAY COMÉRCIO DE INFORMÁTICA E TELECOMUNICAÇÕES LTDA — EPP,,3132265,2018-08-28,2018-08-28,,4,False
CONTRATO,2018-07-30,53500.035476/2018-24,COOPERATIVA ENERGÉTICA COCAL - COOPERCOCAL,86.532.348/0001-45,OI S.A.,76.535.764/0001-43,3132265,2018-08-28,2018-08-28,,5,True
CONTRATO,2018-07-30,53500.035482/2018-81,COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ITAÍ-PARANAPANEMA-AVARÉ,49.606.312/0001-32,TELECOMUNICAÇÕES DE SÃO PAULO S/A - TELESP,43.642.727/0001-85,,2020-05-12,2020-05-12,,1,False
CONTRATO,2018-07-30,53500.035482/2018-81,COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ITAÍ-PARANAPANEMA-AVARÉ,49.606.312/0001-32,THE CENTER INFORMÁTICA,,,2020-05-12,2020-05-12,,2,True
CONTRATO,2023-05-08,53500.035523/2023-05,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,"CAXIAS ONLINE PROJETOS, MONTAGENS E MANUTENÇÃO EIRELI",10.733.998/0001-97,10373073,2023-06-15,2023-06-22,,1,False
CONTRATO,2023-05-08,53500.035523/2023-05,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,I-CONECTA REDES DE TELECOMUNICAÇÃO EIRELI,,10373073,2023-06-15,2023-06-22,,2,False
CONTRATO,2023-05-08,53500.035523/2023-05,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,ALGAR MULTIMÍDIA S/A,,10480510,2023-07-12,2023-07-12,,3,False
CONTRATO,2023-05-08,53500.035523/2023-05,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,CONECT PROVEDOR DE ACESSO A INTERNET LTDA - ME,13.720.564/0001-40,10373073,2023-06-15,2023-06-22,,4,True
CONTRATO,2022-04-28,53500.035527/2022-02,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,AGTNET COMÉRCIO E SERVIÇOS LTDA,10.013.570/0001-70,8504273,2022-05-24,2022-05-24,,1,False
CONTRATO,2022-04-28,53500.035527/2022-02,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,TV ALPHAVILLE SISTEMA DE TELEVISÃO POR ASSINATURA LTDA,65.030.132/0001-01,8504273,2022-05-24,2022-05-24,,2,True
CONTRATO,2022-04-28,53500.035532/2022-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,SUPER SONIC TELECOM LTDA,24.907.929/0001-67,8504273,2022-05-24,2022-05-24,,1,False
CONTRATO,2022-04-28,53500.035532/2022-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,INSIDE TECHNOLOGY EIRELI - EPP,37.982.643/0001-98,8504273,2022-05-24,2022-05-24,,2,False
CONTRATO,2022-04-28,53500.035532/2022-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,PEDRO MANOEL DA SILVA SERVIÇO DE INTERNET - ME (AP INTERNET),31.711.376/0001-38,8504273,2022-05-24,2022-05-24,,3,False
CONTRATO,2022-04-28,53500.035532/2022-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,SPEED NETWORK TELECOM LTDA - ME ( NETWORK TELECOM ),35.796.732/0001-14,8504273,2022-05-24,2022-05-24,,4,False
CONTRATO,2022-04-28,53500.035532/2022-15,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,SP LINK PROVEDOR DE INTERNET LTDA - ME,34.229.601/0001-92,8504273,2022-05-24,2022-05-24,,5,True
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,3L TELECOMUNICAÇÕES LTDA,27.458.771/0001-83,8504273,2022-05-24,2022-05-24,,1,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,CLICK NET SOLUÇÕES EM INTERNET LTDA,34.304.841/0001-04,8504273,2022-05-24,2022-05-24,,2,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,COMPUTEC TELECOM LTDA,,8504273,2022-05-24,2022-05-24,,3,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,GEEK NET PROVEDOR DE INTERNET LTDA,,8504273,2022-05-24,2022-05-24,,4,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,MENNE.SYS - PROVEDOR DE INTERNET EIRELI,,8504273,2022-05-24,2022-05-24,,5,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,NET WORK FIBER COMÉRCIO E SERVIÇOS DE COMUNICAÇÃO LTDA,22.334.491/0001-40,8504273,2022-05-24,2022-05-24,,6,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO E HIDRÁULICO EIRELI,31.733.547/0001-20,8504273,2022-05-24,2022-05-24,,7,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,RAPIDUS INTERNET BANDA LARGA LTDA,,8504273,2022-05-24,2022-05-24,,8,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,ROGÉRIO CARLOS SCHIMIDT (DATA SYSTEM),,8504273,2022-05-24,2022-05-24,,9,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,SBS NET SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,38.454.712/0001-53,8504273,2022-05-24,2022-05-24,,10,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,SEABRA INFORMÁTICA LTDA ME,,8504273,2022-05-24,2022-05-24,,11,False
CONTRATO,2022-04-28,53500.035555/2022-11,COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15.139.629/0001-94,TURBONET PROVEDOR DE INTERNET SERVIÇOS E COMÉRCIO LTDA,22.539.870/0001-76,8504273,2022-05-24,2022-05-24,,12,True
CONTRATO,2020-07-31,53500.035581/2020-88,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGISA S.A.,,ERIQUELSON SILVA DE SOUTO,20.769.514/0001-13,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035583/2020-77,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,NET-ROSAS TELECOMUNICACOES LTDA,,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035585/2020-66,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,SPEEDNET TECNOLOGIA DIGITAL LTDA,22.751.791/0001-24,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035588/2020-08,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,FABIANO NOGUEIRA MARTINS,17.981.492/0001-46,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035589/2020-44,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,CGC EQUIPAMENTOS E SERVIÇOS LTDA,,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035590/2020-79,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,I FIBER TELECOMUNICAÇÕES LTDA,27.353.801/0001-97,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035592/2020-68,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,LANG & WALDOW LTDA,,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035594/2020-57,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,ELTON LEITE ARAÚJO,11.939.016/0001-80,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035595/2020-00,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,MORAES E SILVA LTDA,30.264.821/0001-04,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035598/2020-35,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,DANIEL MUELLER EIRELI - ME,23.694.710/0001-64,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035600/2020-76,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,STARTNET PROVEDOR E INFORMATICA LTDA,11.881.504/0001-84,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035601/2020-11,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,AMANDA CRISTINA XAVIER AZEVEDO VIEIRA,21.500.446/0001-55,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2024-04-24,53500.035601/2024-44,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FRANCISCO DE ASSIS PACHECO DE LIMA LTDA,50.639.139/0001-58,12086087,2024-06-14,2024-06-14,,1,False
CONTRATO,2024-04-24,53500.035601/2024-44,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,MGV TELECOM LTDA ME,44.372.083/0001-15,12086087,2024-06-14,2024-06-14,,2,False
CONTRATO,2024-04-24,53500.035601/2024-44,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,HTM SERVIÇOS DE TELECOMUNICAÇÕES LTDA,26.158.902/0001-44,12086087,2024-06-14,2024-06-14,,3,True
CONTRATO,2020-07-31,53500.035602/2020-65,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,ANDRÉ CARLOS CARVALHO SOARES,27.037.676/0001-06,6268398,2020-12-02,2021-01-04,,1,True
CONTRATO,2020-07-31,53500.035604/2020-54,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,MARIA DAS DORES LEITE,10.175.041/0001-72,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035605/2020-07,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,ALDO ARTUR DE FIQUEIREDO,12.640.121/0001-87,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035608/2020-32,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,F M TELECOM LTDA - ME,11.425.289/0001-07,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035610/2020-10,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,LINK NET SERVICOS E COMERCIO LTDA,20.865.149/0001-40,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035612/2020-09,ENERGISA SUL-SUDESTE - DISTRIBUIÇÃO DE ENERGIA S.A.,,TV FRONTEIRA PAULISTA LTDA,53.268.231/0001-47,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035613/2020-45,ENERGISA SUL-SUDESTE - DISTRIBUIÇÃO DE ENERGIA S.A.,,ADASTEL - ADAMANTINA SERVICOS DE TELECOMUNICACOES LIMITADA,,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035614/2020-90,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,R. MARINHO VERSIANI,11.453.356/0001-05,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035615/2020-34,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,S. BARROS DE SOUZA EIRELI,26.431.299/0001-22,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035617/2020-23,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,NOVA TELECOM LTDA,,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2020-07-31,53500.035619/2020-12,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,LYNNEKE OLIVEIRA SALES DA SILVA,28.517.970/0001-88,6102106,2020-11-04,2020-11-09,,1,True
CONTRATO,2021-05-27,53500.035654/2021-12,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,7032826,2021-06-28,2021-06-28,,1,True
CONTRATO,2021-05-27,53500.035661/2021-14,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,7032714,2021-06-21,2021-06-21,,1,True
CONTRATO,2021-05-27,53500.035662/2021-69,ENERGISA SUL - SUDESTE - DISTRIBUIÇÃO DE ENERGIA S.A.,,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,7032566,2021-06-21,2021-06-21,Contrato MG,1,True
CONTRATO,2021-05-27,53500.035663/2021-11,ENERGISA SUL - SUDESTE - DISTRIBUIÇÃO DE ENERGIA S.A.,,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,7032314,2021-06-21,2021-06-21,Contrato SP,1,True
CONTRATO,2022-04-28,53500.035747/2022-28,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,FSF TECNOLOGIA S.A.,,8504273,2022-05-24,2022-05-24,,1,False
CONTRATO,2022-04-28,53500.035747/2022-28,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,,8504273,2022-05-24,2022-05-24,,2,False
CONTRATO,2022-04-28,53500.035747/2022-28,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,ALGAR SOLUÇÕES TIC S.A.,22.166.193/0001-98,8529381,2022-05-30,2022-06-07,,3,False
CONTRATO,2022-04-28,53500.035747/2022-28,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,GILMAR J DA SILVA SUPERMERCADOS E INTERNET EIRELI - ME,,8504273,2022-05-24,2022-05-24,,4,True
CONTRATO,2023-05-08,53500.035845/2023-46,AMAZONAS ENERGIA S.A.,,PLAY MAIS NETWORK SERVIÇOS DE COMUNICAÇÃO MULTIMIDEA LTDA EPP,40.725.928/0001-58,10373073,2023-06-15,2023-06-22,,1,False
CONTRATO,2023-05-08,53500.035845/2023-46,AMAZONAS ENERGIA S.A.,,I K M DE LIMA ME,14.968.157/0001-10,10373073,2023-06-15,2023-06-22,,2,False
CONTRATO,2023-05-08,53500.035845/2023-46,AMAZONAS ENERGIA S.A.,,O. P. BRANDÃO,,10373073,2023-06-15,2023-06-22,,3,False
CONTRATO,2023-05-08,53500.035845/2023-46,AMAZONAS ENERGIA S.A.,,IP TELECOMUNICAÇÕES LTDA,18.268.845/0001-28,10373073,2023-06-15,2023-06-22,,4,True
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,AVVIO SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA LTDA.,,3220899,2018-09-19,2018-09-19,Ajustar planilha de distribuição. Processo ANEEL: 48500.001075/2016-79.,1,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,AVANÇAR - ENGENHARIA DE COMPUTAÇÃO EIRELI - EPP,,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,2,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA,,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,3,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,FURSINE LTDA ME,97.535.237/0001-09,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,4,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,GOLD TELECOM LTDA ME,10.822.045/0001-03,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,5,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,HELIO B MARTINS JUNIOR ME,18.526.904/0001-10,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,6,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,NET VALE LTDA EPP,,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,7,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,SBS NET TELECOMUNICAÇÕES LTDA,,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,8,False
