ACORDO_TIPO;PROTOCOLO_DATA;PROCESSO_ANATEL;DETENTORA;DETENTORA_CNPJ;SOLICITANTE;SOLICITANTE_CNPJ;INFORME_SEI;INFORME_DATA;CONCLUSAO_DATA;OBSERVACAO
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;LUIZA MARIA DE SOUZA SINDELAR;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;COMPANHIA DE PROCESSAMENTO DE DADOS DO MUNICÍPIO DE PORTO ALEGRE - PROCEMPA;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;GUAÍBA TELECOM SISTEMAS E INFORMAÇÃO LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;GLOBAL NETWORKS TELECOMUNICAÇÕES & INFORMÁTICA LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;QWERTY COMUNICAÇÕES E TECNOLOGIA EDUCACIONAL LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;G2NET SUL PROVEDOR LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;TM TECNOLOGIA DA COMUNICAÇÃO LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;WEBMAX TECNOLOGIA LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;GIGA PROVEDOR DE INTERNET LTDA.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;META TELECOMUNICAÇÕES S.A.;;176403;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
2º ADITIVO;28/10/2015;53500.205668/2015-61;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;METROWEB TELECOMUNICAÇÕES LTDA. (BRFIBRA TELECOMUNICAÇÕES LTDA.);73972002000116;176652;14/03/2016;14/03/2016;"Processo ANEEL: 48513.026983/2015-00. "
CONTRATO;28/10/2015;53500.205674/2015-19;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;INTERNET NORTE FLUMINENSE DE CAMPOS LTDA.;;550142;15/06/2016;17/06/2016;"Processo ANEEL: 48513.027179/2015-00. "
CONTRATO;28/10/2015;53500.205674/2015-19;BANDEIRANTE ENERGIA S.A.;02302100000106;AVVIO SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA LTDA.;;550142;15/06/2016;17/06/2016;"Processo ANEEL: 48513.027999/2015-00. "
CONTRATO;09/11/2015;53500.206913/2015-58;CELESC DISTRIBUIÇÃO S.A.;08336783000190;STARTEC INFORMÁTICA E SUPRIMENTOS LTDA.;;545610;15/06/2016;17/06/2016;"Processo ANEEL: 48513.028757/2015-00. "
CONTRATO;09/11/2015;53500.206913/2015-58;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;ALSOL - PROVEDOR DE INTERNET LTDA.;;545610;15/06/2016;17/06/2016;"Processo ANEEL: 48513.028871/2015-00. "
CONTRATO;09/11/2015;53500.206913/2015-58;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;FARIAS & SANTOS PROVEDOR LTDA.;;545610;15/06/2016;17/06/2016;"Processo ANEEL: 48513.028872/2015-00. "
CONTRATO;09/11/2015;53500.206913/2015-58;MUXFELDT MARIN & CIA LTDA.;97578090000134;CRERAL - COMERCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;;545701;15/06/2016;17/06/2016;"Processo ANEEL: 48513.028833/2015-00. "
4º ADITIVO;12/11/2015;53500.011216/2014-30;EMPRESA FORÇA E LUZ DE URUSSANGA - EFLUL;86531175000140;ENGEPLUS TELECOM LTDA;80995822000199;427633;30/05/2016;31/05/2016;"Processo Aditivo: 53500.207261/2015-79. Processo ANEEL: 48500.000240/2014-11. "
CONTRATO;12/11/2015;53500.207263/2015-68;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D;08467115000100;CLEAN NET TELECOM LTDA.;;546184;15/06/2016;17/06/2016;"Processo ANEEL: 48513.029045/2015-00. "
CONTRATO;19/11/2015;53500.207850/2015-57;CELESC DISTRIBUIÇÃO S.A.;08336783000190;AGI INFORMÁTICA LIDA. ME.;;376569;05/04/2016;05/04/2016;"Processo ANEEL: 48513.029402/2015-00. "
CONTRATO;19/11/2015;53500.207850/2015-57;CELESC DISTRIBUIÇÃO S.A.;08336783000190;DANIELII TELECOMUNICAÇÕES LTDA.;;376569;05/04/2016;05/04/2016;"Processo ANEEL: 48513.029402/2015-00. "
CONTRATO;19/11/2015;53500.207850/2015-57;CELESC DISTRIBUIÇÃO S.A.;08336783000190;PEDRO LAZARIN FILHO ME;;376569;05/04/2016;05/04/2016;"Processo ANEEL: 48513.029402/2015-00. "
CONTRATO;25/11/2015;53500.028472/2010-32;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BC CONECTIVIDADE LTDA.;;Com pendência;12/07/2016;12/07/2016;"Mídia corrompida.  Processo Aditivo: 53500.208473/2015-73. Processo ANEEL: 48513.030454/2015-00. "
CONTRATO;25/11/2015;53500.208473/2015-73;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BRASILNET TELECOMUNICAÇÕES DO PARANÁ LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Mídia corrompida. Processo ANEEL: 48513.030461/2015-00. "
CONTRATO;26/11/2015;53500.208469/2015-13;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;ROBERTO KELLER;;177473;06/01/2016;12/01/2016;"Processo ANEEL: 48513.030373/2015-00. "
CONTRATO;26/11/2015;53500.208469/2015-13;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;VANDERLAN DA SILVA MACHADO;;177473;06/01/2016;12/01/2016;"Processo ANEEL: 48513.030375/2015-00. "
CONTRATO;26/11/2015;53500.208469/2015-13;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;VIPNET - TELECOMUNICAÇÃO E INFORMÁTICA LTDA.;;177473;06/01/2016;12/01/2016;"Processo ANEEL: 48513.030371/2015-00. "
CONTRATO;26/11/2015;53500.208470/2015-30;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;VIVA SERVIÇOS DE COMUNICAÇÃO LTDA - ME;;699243;04/08/2016;04/08/2016;"Processo ANEEL: 48513.030926/2015-00. "
CONTRATO;26/11/2015;53500.208471/2015-84;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;GLOBAL TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;;140265;22/12/2015;22/12/2015;"Processo ANEEL: 48513.030188/2015-00. "
CONTRATO;26/11/2015;53500.208471/2015-84;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;LSOFT - INFORMÁTICA E INTERNET LTDA-ME;;140265;22/12/2015;22/12/2015;"Processo ANEEL: 48513.030188/2015-00. "
CONTRATO;26/11/2015;53500.208471/2015-84;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;NET - DRP SERVIÇOS DE INTERNET LTDA - ME;;140265;22/12/2015;22/12/2015;"Processo ANEEL: 48513.030188/2015-00. "
CONTRATO;26/11/2015;53500.208471/2015-84;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;NETFÁCIL LTDA - ME;;140265;22/12/2015;22/12/2015;"Processo ANEEL: 48513.030188/2015-00. "
CONTRATO;01/12/2015;53500.209456/2015-53;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;BRIP MULTIMÍDIA LTDA;;330737;22/03/2016;23/03/2016;"Processo ANEEL: 48513.030541/2015-00. "
CONTRATO;01/12/2015;53500.209456/2015-53;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;UNIREDES TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;;330737;22/03/2016;23/03/2016;"Processo ANEEL: 48513.030542/2015-00. "
CONTRATO;01/12/2015;53500.209456/2015-53;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;VER TV COMUNICAÇÕES S.A.;;330737;22/03/2016;23/03/2016;"Processo ANEEL: 48513.030540/2015-00. "
TERMO ADITIVO 1;04/12/2015;53500.003130/2014-33;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;CST CERENTINI SOLUÇÕES EM TECNOLOGIA E TRANSMISSÃO DE DADOS;;649991;13/07/2016;13/07/2016;"Processo Aditivo: 535002099372015. Processo ANEEL: 48500.007071/2013-51. "
TERMO ADITIVO 1;04/12/2015;53500.022699/2013-17;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;TELECOMUNICAÇÕES BRASILEIRAS S.A. -TELEBRAS;;650509;13/07/2016;13/07/2016;"Processo Aditivo: 535002099372015. Processo ANEEL: 48500.005440/2013-71. "
TERMO ADITIVO 1;04/12/2015;53500.024477/2013-39;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;REGENCY COMUNICAÇÕES LTDA;;650026;13/07/2016;13/07/2016;"Processo Aditivo: 535002099372015. Processo ANEEL: 48500.005518/2013-58. "
TERMO ADITIVO 1;04/12/2015;53500.026371/2013-70;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;JOSÉ FELIPE GORNISKI - ME (TUBARON);;650428;13/07/2016;13/07/2016;"Processo Aditivo: 535002099372015. Processo ANEEL: 48500.006327/2013-11. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;AMARO & AMARO COMUNICAÇÃO LTDA - ME;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;BIPLINK SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - ME;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;CLIMAS - CLÍNICA MULTIDISCIPLINAR DE ASSISTÊNCIA À SAÚDE S/S - EPP;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;EDNEY NUMES ZACARONE - ME;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;NET.COM TELECOMUNICAÇÕES LTDA - ME;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;NEXNETT BRASIL TELECOMUNICAÇÕES LTDA;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;ROVERI OPÇÃO PROVEDOR DE ACESSO À INTERNET LTDA - ME;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PAULISTA DE FORÇA E LUZ - CPFL;04172213000151;SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAMPINAS;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
CONTRATO;04/12/2015;53500.209934/2015-25;COMPANHIA PIRATININGA DE FORÇA E LUZ - CPFL;04172213000151;MARNET - PROVEDORA DE SERVIÇOS DE INTERNET LTDA;;358726;28/03/2016;28/03/2016;"Processo ANEEL: 48513.031362/2015-00. "
1º ADITIVO;14/12/2015;53500.002821/2014-10;COPEL DISTRIBUIÇÃO S.A.;04368898000106;ATK INFORMÁTICA E TELECOMUNICAÇÕES;;165132;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.024839/2015-00. "
2º E 3º ADITIVOS;14/12/2015;53500.002821/2014-10;COPEL DISTRIBUIÇÃO S.A.;04368898000106;ATK INFORMÁTICA E TELECOMUNICAÇÕES;;165132;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.022087/2015-00. "
29º ADITIVO;14/12/2015;53500.004419/2011-27;COPEL DISTRIBUIÇÃO S.A.;04368898000106;HORIZONS TELECOMUNICAÇÕES E TECNOLOGIA LTDA.;;165220;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.024837/2015-00. "
26º A 28º ADITIVOS;14/12/2015;53500.004419/2011-27;COPEL DISTRIBUIÇÃO S.A.;04368898000106;HORIZONS TELECOMUNICAÇÕES E TECNOLOGIA LTDA.;;165220;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.022080/2015-00. "
30º E 31º ADITIVOS;14/12/2015;53500.004419/2011-27;COPEL DISTRIBUIÇÃO S.A.;04368898000106;HORIZONS TELECOMUNICAÇÕES E TECNOLOGIA LTDA.;;165220;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.026882/2015-00. "
9º ADITIVO;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DIGITAL PROVEDOR DE INTERNET LTDA.;;165313;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.026944/2015-00. "
3º A 6º ADITIVOS;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DIGITAL PROVEDOR DE INTERNET LTDA.;;165313;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.022124/2015-00. "
7º E 8º ADITIVOS;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DIGITAL PROVEDOR DE INTERNET LTDA.;;165313;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.024835/2015-00. "
6º E 7º ADITIVOS;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;RLINE TELECOM LTDA.;;165356;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.022071/2015-00. "
TERMO ADITIVO 8;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;SUDONET INFORMÁTICA LTDA.;;165368;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.030458/2015-00. "
1º ADITIVO;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;TORRES & ANSELMI LTDA.;;165380;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.026931/2015-00. "
1º ADITIVO;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;TURBOVIP TELECOM LTDA;;165399;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.024810/2015-00. "
TERMO ADITIVO 8;14/12/2015;53500.025513/2013-81;COPEL DISTRIBUIÇÃO S.A.;04368898000106;6 P TELECOM LTDA.;;165274;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48500.005433/2013-70. "
1º ADITIVO;14/12/2015;53500.028472/2010-32;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BC CONECTIVIDADE LTDA.;;165406;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.030460/2015-00. "
24º ADITIVO;14/12/2015;53500.028472/2010-32;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BC CONECTIVIDADE LTDA.;;165406;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.022121/2015-00. "
25º ADITIVO;14/12/2015;53500.028472/2010-32;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BC CONECTIVIDADE LTDA.;;165406;11/01/2016;11/01/2016;"Processo Aditivo: 53500.210663/2015-51 . Processo ANEEL: 48513.024824/2015-00. "
TERMO ADITIVO 9;16/12/2015;53500.004415/2011-49;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FASTSOFT INFORMÁTICA LTDA;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.000540/2011-40. "
TERMO ADITIVO 10;16/12/2015;53500.004415/2011-49;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FASTSOFT INFORMÁTICA LTDA;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.000540/2011-40. "
TERMO ADITIVO 11;16/12/2015;53500.004415/2011-49;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FASTSOFT INFORMÁTICA LTDA;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.000540/2011-40. "
TERMO ADITIVO 9;16/12/2015;53500.011290/2012-94;COPEL DISTRIBUIÇÃO S.A.;04368898000106;GTEC-INFONET TELECOMUNICAÇÕES LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.001073/2012-56. "
TERMO ADITIVO 10;16/12/2015;53500.011290/2012-94;COPEL DISTRIBUIÇÃO S.A.;04368898000106;GTEC-INFONET TELECOMUNICAÇÕES LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.001073/2012-56. "
TERMO ADITIVO 17;16/12/2015;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam os aditivos 15 e 16.  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002182/2013-71. "
TERMO ADITIVO 18;16/12/2015;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam os aditivos 15 e 16.  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002182/2013-71. "
TERMO ADITIVO 19;16/12/2015;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam os aditivos 15 e 16.  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002182/2013-71. "
TERMO ADITIVO 20;16/12/2015;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam os aditivos 15 e 16.  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002182/2013-71. "
TERMO ADITIVO 21;16/12/2015;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam os aditivos 15 e 16.  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002182/2013-71. "
TERMO ADITIVO 1;16/12/2015;53500.203354/2015-24;COPEL DISTRIBUIÇÃO S.A.;04368898000106;L. MARCON - ME;;396691;12/04/2016;12/07/2016;"Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48513019378201500. "
TERMO ADITIVO 2;16/12/2015;53500.003699/2014-07;COPEL DISTRIBUIÇÃO S.A.;04368898000106;C.M.D. INFORMATICA LTDA - ME;;396757;12/04/2016;12/07/2016;"Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.000601/2014-11. "
TERMO ADITIVO 2;16/12/2015;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;IVATEL REDES E INTERNET LTDA;;396237;12/04/2016;12/07/2016;"Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002774/2013-93. "
TERMO ADITIVO 3;16/12/2015;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;IVATEL REDES E INTERNET LTDA;;396237;12/04/2016;12/07/2016;"Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.002774/2013-93. "
TERMO ADITIVO 5;16/12/2015;53500.018341/2011-28;COPEL DISTRIBUIÇÃO S.A.;04368898000106;INNET PONTO COM LTDA - ME;;Com pendência;12/07/2016;12/07/2016;"Faltam aditivos passados..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48500.003996/2011-61. "
CONTRATO;16/12/2015;53500.210963/2015-30;CELESC DISTRIBUIÇÃO S.A.;08336783000190;ADM INTERNET LTDA;;426395;04/05/2016;03/05/2016;"Processo ANEEL: 48513.032247/2015-00. "
CONTRATO;16/12/2015;53500.210963/2015-30;CELESC DISTRIBUIÇÃO S.A.;08336783000190;CIABRASNET CENTRAL BRASILEIRA DE INTERNET LTDA;;426395;04/05/2016;03/05/2016;"Processo ANEEL: 48513.032247/2015-00. "
CONTRATO;16/12/2015;53500.210963/2015-30;CELESC DISTRIBUIÇÃO S.A.;08336783000190;ISMAIL ZOUHAIR HAIDAR ME;;426395;04/05/2016;03/05/2016;"Processo ANEEL: 48513.032247/2015-00. "
CONTRATO;16/12/2015;53500.210963/2015-30;CELESC DISTRIBUIÇÃO S.A.;08336783000190;MICROSOL COMÉRCIO E REPARAÇÃO DE EQUIPAMENTOS ELETRÔNICOS - LTDA ME;;426395;04/05/2016;03/05/2016;"Processo ANEEL: 48513.032247/2015-00. "
CONTRATO;16/12/2015;53500.210963/2015-30;CELESC DISTRIBUIÇÃO S.A.;08336783000190;TRIBALNET INFORMÁTICA LTDA;;426395;04/05/2016;03/05/2016;"Processo ANEEL: 48513.032247/2015-00. "
CONTRATO;16/12/2015;53500.210965/2015-29;CELESC DISTRIBUIÇÃO S.A.;08336783000190;4U NETWORK COMÉRCIO DE EQUIPAMENTOS E SERVIÇOS DE INFORMÁTICA LTDA ME;;651003;13/07/2016;13/07/2016;"Processo ANEEL: 48513.030695/2015-00. "
CONTRATO;16/12/2015;53500.210965/2015-29;CELESC DISTRIBUIÇÃO S.A.;08336783000190;INFOBY - CASA DA INFORMÁTICA LTDA ME;;651003;13/07/2016;13/07/2016;"Processo ANEEL: 48513.030695/2015-00. "
TERMO ADITIVO 3;16/12/2015;53500.029618/2010-67;COPEL DISTRIBUIÇÃO S.A.;04368898000106;A.C. ROCHA INFORMÁTICA LTDA;;Com pendência;01/08/2016;01/08/2016;"Faltam os aditivos 1 e 2. Anexar ao processo do contrato original quando voltar da digitalização (ver msg SEI)..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48513.024841/2015-00. "
TERMO ADITIVO 1;16/12/2015;53500.210962/2015-95;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FAMATEL TELECOMUNICAÇÕES LTDA - ME;;Com pendência;01/08/2016;01/08/2016;"Falta o contrato original.. Processo ANEEL: 48513.022067/2015-00. "
TERMO ADITIVO 2;16/12/2015;53500.210962/2015-95;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FAMATEL TELECOMUNICAÇÕES LTDA - ME;;Com pendência;01/08/2016;01/08/2016;"Falta o contrato original.. Processo ANEEL: 48513.022067/2015-00. "
TERMO ADITIVO 1;16/12/2015;53500.013038/2016-43;COPEL DISTRIBUIÇÃO S.A.;04368898000106;FOZ TELECOMUNICAÇÕES LTDA;;Com pendência;01/08/2016;01/08/2016;"Falta o contrato original..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48513.022078/2015-00. "
TERMO ADITIVO 2;16/12/2015;53500.013039/2016-98;COPEL DISTRIBUIÇÃO S.A.;04368898000106;R. K. HAMADA - ME;;Com pendência;01/08/2016;01/08/2016;"falta o contrato original e o aditivo 1..  Processo Aditivo: 53500.210962/2015-95. Processo ANEEL: 48513.028032/2015-00. "
CONTRATO;29/12/2015;53500.211608/2015-88;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;UNIMED SÃO GONÇALO NITERÓI;;Não aplicável;15/02/2016;15/02/2016;"Processo ANEEL: 48513.032514/2015-00. "
CONTRATO;29/12/2015;53500.211608/2015-88;BANDEIRANTE ENERGIA S.A.;02302100000106;ANTONIO FERNANDO DE SOUZA CASAS - ME;;243284;15/02/2016;15/02/2016;"Processo ANEEL: 48513.032299/2015-00. "
CONTRATO;29/12/2015;53500.211608/2015-88;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;BSB TIC SOLUÇÕES LTDA - EPP;;243284;15/02/2016;15/02/2016;"Processo ANEEL: 48513.033504/2015-00. "
