PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;SERVICO_1;MODALIDADE_STFC_1;PRESTADORA_2_CNPJ;PRESTADORA_2;SERVICO_2;MODALIDADE_STFC_2;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.025840/2013-33;29/10/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LDN;272;21/01/2014;22/01/2014;Classe: I.
53500.025840/2013-33;29/10/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LOCAL;272;21/01/2014;22/01/2014;Classe: I.
53500.025840/2013-33;29/10/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LDI;272;21/01/2014;22/01/2014;Classe: I.
53500.025840/2013-33;29/10/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LDN;272;21/01/2014;22/01/2014;Classe: I.
53500.025840/2013-33;29/10/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LOCAL;272;21/01/2014;22/01/2014;Classe: I.
53500.026774/2013-19;07/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDI;39162235000115;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;171;LOCAL;82;09/01/2014;10/01/2014;Classe: I.
53500.026774/2013-19;07/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDN;39162235000115;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA.;171;LOCAL;82;09/01/2014;10/01/2014;Classe: I.
53500.026775/2013-63;07/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LOCAL;12488125000191;ONE TELECOM TELECOMUNICAÇÕES LTDA;171;LDN;83;09/01/2014;10/01/2014;Classe: I.
53500.031695/2012-49;07/11/2013;ADITIVO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LOCAL;12488125000191;ONE TELECOM TELECOMUNICAÇÕES LTDA;171;LOCAL;84;09/01/2014;10/01/2014;Classe: I-909.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;08228429000142;BRASILFONE S.A.;171;LDI;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;08228429000142;BRASILFONE S.A.;171;LDN;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;08228429000142;BRASILFONE S.A.;171;LOCAL;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;08228429000142;BRASILFONE S.A.;171;LDI;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;08228429000142;BRASILFONE S.A.;171;LDN;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;08228429000142;BRASILFONE S.A.;171;LOCAL;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08228429000142;BRASILFONE S.A.;171;LDI;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08228429000142;BRASILFONE S.A.;171;LDN;407;28/01/2014;29/01/2014;Classe: I.
53500.025838/2013-64;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08228429000142;BRASILFONE S.A.;171;LOCAL;407;28/01/2014;29/01/2014;Classe: I.
53500.025837/2013-10;07/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;08228429000142;BRASILFONE S.A.;171;LOCAL;2099;29/04/2014;02/05/2014;Classe: II.
53500.026773/2013-74;07/11/2013;CONTRATO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;09520219000196;WIRELESS COMM SERVICES LTDA;171;LOCAL;2277;09/05/2014;13/05/2014;Classe: II.
53500.011577/2008-38;07/11/2013;ADITIVO;02558157000162;Telefonica Brasil S.a.;010;;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;4479;27/08/2014;28/08/2014;Classe: II.
53500.026768/2013-61;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDI;04873690000144;GGNET TELECOMUNICAÇÕES LTDA EPP;171;LOCAL;134;14/01/2014;15/01/2014;Classe: I.
53500.026768/2013-61;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDN;04873690000144;GGNET TELECOMUNICAÇÕES LTDA EPP;171;LOCAL;134;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDI;12935241000101;Citta Telecom Ltda;171;LDN;137;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDI;12935241000101;Citta Telecom Ltda;171;LOCAL;137;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDN;12935241000101;Citta Telecom Ltda;171;LDN;137;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LDN;12935241000101;Citta Telecom Ltda;171;LOCAL;137;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LOCAL;12935241000101;Citta Telecom Ltda;171;LDN;137;14/01/2014;15/01/2014;Classe: I.
53500.026769/2013-14;08/11/2013;CONTRATO;76535764000143;Oi S.a. - em Recuperacao Judicial;171;LOCAL;12935241000101;Citta Telecom Ltda;171;LOCAL;137;14/01/2014;15/01/2014;Classe: I.
53500.026772/2013-20;08/11/2013;CONTRATO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;12935241000101;Citta Telecom Ltda;171;LDI;963;26/02/2014;27/02/2014;Classe: II.
53500.026772/2013-20;08/11/2013;CONTRATO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;12935241000101;Citta Telecom Ltda;171;LDN;963;26/02/2014;27/02/2014;Classe: II.
53500.026772/2013-20;08/11/2013;CONTRATO;05423963000111;OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL;010;;12935241000101;Citta Telecom Ltda;171;LOCAL;963;26/02/2014;27/02/2014;Classe: II.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;418;28/01/2014;29/01/2014;Classe: I.
53500.026954/2013-09;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;418;28/01/2014;29/01/2014;Classe: I.
53500.026767/2013-17;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDI;2225;06/05/2014;07/05/2014;Classe: II.
53500.026767/2013-17;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LDN;2225;06/05/2014;07/05/2014;Classe: II.
53500.026767/2013-17;18/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;2225;06/05/2014;07/05/2014;Classe: II.
53500.023784/2011-31;21/11/2013;ADITIVO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;1161;07/03/2014;11/03/2014;Classe: I.
53500.023817/2011-42;21/11/2013;ADITIVO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;1160;07/03/2014;11/03/2014;Classe: I.
53500.023817/2011-42;21/11/2013;ADITIVO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;1160;07/03/2014;11/03/2014;Classe: I.
53500.027826/2013-74;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LDI;6083;16/12/2013;17/12/2013;Classe: II.
53500.027826/2013-74;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LDN;6083;16/12/2013;17/12/2013;Classe: II.
53500.027826/2013-74;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LOCAL;6083;16/12/2013;17/12/2013;Classe: II.
53500.027827/2013-19;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDI;6079;16/12/2013;17/12/2013;Classe: II.
53500.027827/2013-19;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDN;6079;16/12/2013;17/12/2013;Classe: II.
53500.027827/2013-19;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LOCAL;6079;16/12/2013;17/12/2013;Classe: II.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDI;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDN;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LOCAL;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDI;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDN;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LOCAL;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDI;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LDN;6084;16/12/2013;17/12/2013;Classe: I.
53500.027828/2013-63;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05462382000199;CONECTCOR TELECOMUNICACOES E PROVEDOR DE INTERNET LTDA;171;LOCAL;6084;16/12/2013;17/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDI;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDN;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LOCAL;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDI;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDN;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LOCAL;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDI;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDN;6186;19/12/2013;20/12/2013;Classe: I.
53500.027830/2013-32;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LOCAL;6186;19/12/2013;20/12/2013;Classe: I.
53500.027829/2013-16;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDI;2276;09/05/2014;13/05/2014;Classe: II.
53500.027829/2013-16;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDN;2276;09/05/2014;13/05/2014;Classe: II.
53500.027829/2013-16;27/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LOCAL;2276;09/05/2014;13/05/2014;Classe: II.
53500.017734/2013-86;28/11/2013;ADITIVO;04206050000180;TIM CELULAR S.A.;171;LDI;03076075000144;BT COMMUNICATIONS DO BRASIL LTDA;171;LOCAL;5996;10/12/2013;11/12/2013;Classe: I.
53500.017734/2013-86;28/11/2013;ADITIVO;04206050000180;TIM CELULAR S.A.;171;LDN;03076075000144;BT COMMUNICATIONS DO BRASIL LTDA;171;LOCAL;5996;10/12/2013;11/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDI;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDN;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LOCAL;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDI;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDN;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LOCAL;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDI;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDN;6082;16/12/2013;17/12/2013;Classe: I.
53500.027801/2013-71;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LOCAL;6082;16/12/2013;17/12/2013;Classe: I.
53500.027804/2013-12;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDI;6080;16/12/2013;17/12/2013;Classe: II.
53500.027804/2013-12;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LDN;6080;16/12/2013;17/12/2013;Classe: II.
53500.027804/2013-12;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;13114336000127;PORTO VELHO TELECOMUNICAÇÕES LTDA;171;LOCAL;6080;16/12/2013;17/12/2013;Classe: II.
53500.027805/2013-59;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDI;6081;16/12/2013;17/12/2013;Classe: II.
53500.027805/2013-59;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDN;6081;16/12/2013;17/12/2013;Classe: II.
53500.027805/2013-59;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;010;;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;6081;16/12/2013;17/12/2013;Classe: II.
53500.028083/2013-50;28/11/2013;CONTRATO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDI;14840419000166;TERAPAR TELECOMUNICAÇÕES LTDA;171;LOCAL;135;14/01/2014;15/01/2014;Classe: I.
53500.028083/2013-50;28/11/2013;CONTRATO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDN;14840419000166;TERAPAR TELECOMUNICAÇÕES LTDA;171;LOCAL;135;14/01/2014;15/01/2014;Classe: I.
53500.028083/2013-50;28/11/2013;CONTRATO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LOCAL;14840419000166;TERAPAR TELECOMUNICAÇÕES LTDA;171;LOCAL;135;14/01/2014;15/01/2014;Classe: I.
53500.028082/2013-13;28/11/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09520219000196;WIRELESS COMM SERVICES LTDA;171;LDI;2226;06/05/2014;08/05/2014;Classe: II.
53500.028082/2013-13;28/11/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09520219000196;WIRELESS COMM SERVICES LTDA;171;LDN;2226;06/05/2014;08/05/2014;Classe: II.
53500.028082/2013-13;28/11/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09520219000196;WIRELESS COMM SERVICES LTDA;171;LOCAL;2226;06/05/2014;08/05/2014;Classe: II.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDI;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDN;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDI;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDN;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDI;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LDN;4498;28/08/2014;29/08/2014;Classe: I.
53500.027806/2013-01;28/11/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;4498;28/08/2014;29/08/2014;Classe: I.
53500.029133/2013-16;06/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05087744000109;LIFE SERVICOS DE COMUNICACAO MULTIMIDIA LTDA EM RECUP;171;LDI;6468;26/11/2014;28/11/2014;Classe: II.
53500.029133/2013-16;06/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05087744000109;LIFE SERVICOS DE COMUNICACAO MULTIMIDIA LTDA EM RECUP;171;LDN;6468;26/11/2014;28/11/2014;Classe: II.
53500.029133/2013-16;06/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;05087744000109;LIFE SERVICOS DE COMUNICACAO MULTIMIDIA LTDA EM RECUP;171;LOCAL;6468;26/11/2014;28/11/2014;Classe: II.
53500.029061/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LDI;4646;10/09/2014;11/09/2014;Classe: II.
53500.029061/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LDN;4646;10/09/2014;11/09/2014;Classe: II.
53500.029061/2013-15;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;10943095000130;SETE MEIA TELECOMUNICACOES LTDA;171;LOCAL;4646;10/09/2014;11/09/2014;Classe: II.
53500.029128/2013-11;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09425735000131;ULTRANET TELECOMUNICACOES LTDA;171;LDI;4670;11/09/2014;12/09/2014;Classe: II.
53500.029128/2013-11;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09425735000131;ULTRANET TELECOMUNICACOES LTDA;171;LDN;4670;11/09/2014;12/09/2014;Classe: II.
53500.029128/2013-11;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;09425735000131;ULTRANET TELECOMUNICACOES LTDA;171;LOCAL;4670;11/09/2014;12/09/2014;Classe: II.
53500.029138/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LDI;4672;11/09/2014;12/09/2014;Classe: II.
53500.029138/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LDN;4672;11/09/2014;12/09/2014;Classe: II.
53500.029138/2013-49;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;14052580000175;AVA TELECOMUNICAÇÕES LTDA;171;LOCAL;4672;11/09/2014;12/09/2014;Classe: II.
53500.029140/2013-18;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDI;4669;11/09/2014;12/09/2014;Classe: II.
53500.029140/2013-18;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LDN;4669;11/09/2014;12/09/2014;Classe: II.
53500.029140/2013-18;10/12/2013;CONTRATO;40432544000147;CLARO S.A.;010;;02255187000108;UNIFIQUE TELECOMUNICACOES S/A;171;LOCAL;4669;11/09/2014;12/09/2014;Classe: II.
